Nome,advisor,link_adv
John A. Rogers,George M. Whitesides,https://en.wikipedia.org/wiki/George_M._Whitesides
Irving P. Herman,Ali Javan,https://en.wikipedia.org/wiki/Ali_Javan
Natalie Ahn,Judith P. Klinman,https://en.wikipedia.org/wiki/Judith_P._Klinman
Natalie Ahn,Edwin Krebs,https://en.wikipedia.org/wiki/Edwin_Krebs
Natalie Ahn,Christoph de Haën,https://en.wikipedia.org/w/index.php?title=Christoph_de_Ha%C3%ABn&action=edit&redlink=1
Ian McTaggart-Cowan,Joseph Grinnell,https://en.wikipedia.org/wiki/Joseph_Grinnell
William F. Shipley,Mary Haas,https://en.wikipedia.org/wiki/Mary_Haas
Melanie Sanford,Robert H. Grubbs,https://en.wikipedia.org/wiki/Robert_H._Grubbs
Melanie Sanford,Robert H. Crabtree,https://en.wikipedia.org/wiki/Robert_H._Crabtree
Melanie Sanford,John T. Groves,https://en.wikipedia.org/wiki/John_T._Groves
Maryam Mirzakhani,Curtis T. McMullen,https://en.wikipedia.org/wiki/Curtis_T._McMullen
Maryam Mirzakhani,Siavash Shahshahani,https://en.wikipedia.org/wiki/Siavash_Shahshahani
Maryam Mirzakhani,Ebadollah S. Mahmoodian,https://en.wikipedia.org/wiki/Ebadollah_S._Mahmoodian
Steven Zimmerman,Ronald Breslow,https://en.wikipedia.org/wiki/Ronald_Breslow
Don Zagier,Friedrich Hirzebruch,https://en.wikipedia.org/wiki/Friedrich_Hirzebruch
Johann Friedrich Blumenbach,Ernst Gottfried Baldinger,https://en.wikipedia.org/wiki/Ernst_Gottfried_Baldinger
Johann Friedrich Blumenbach,Christian Gottlob Heyne,https://en.wikipedia.org/wiki/Christian_Gottlob_Heyne
James B. Conant,Elmer Peter Kohler,https://en.wikipedia.org/wiki/Elmer_Peter_Kohler
James B. Conant,Theodore William Richards,https://en.wikipedia.org/wiki/Theodore_William_Richards
Oswald Teichmüller,Helmut Hasse,https://en.wikipedia.org/wiki/Helmut_Hasse
David Wallace (physicist),Peter Higgs,https://en.wikipedia.org/wiki/Peter_Higgs
Daron Acemoglu,Kevin W. S. Roberts,https://en.wikipedia.org/wiki/Kevin_W._S._Roberts
P. A. V. B. Swamy,Arthur Goldberger,https://en.wikipedia.org/wiki/Arthur_Goldberger
Philip Power,Michael F. Lappert,https://en.wikipedia.org/wiki/Michael_F._Lappert
Bang-Yen Chen,Tadashi Nagano,https://en.wikipedia.org/wiki/Tadashi_Nagano
Naomi Sager,Zellig Harris,https://en.wikipedia.org/wiki/Zellig_Harris
John R. Ross,Noam Chomsky,https://en.wikipedia.org/wiki/Noam_Chomsky
Jacob A. Frenkel,Robert Mundell,https://en.wikipedia.org/wiki/Robert_Mundell
Karl Leonhard Reinhold,Immanuel Kant,https://en.wikipedia.org/wiki/Immanuel_Kant
Andrzej Trybulec,Karol Borsuk,https://en.wikipedia.org/wiki/Karol_Borsuk
Pol Antràs,Daron Acemoglu,https://en.wikipedia.org/wiki/Daron_Acemoglu
Pol Antràs,Jaume Ventura,https://en.wikipedia.org/w/index.php?title=Jaume_Ventura&action=edit&redlink=1
Bernardo Uribe,Alejandro Ádem,https://en.wikipedia.org/wiki/Alejandro_%C3%81dem
Shimon Ullman,David Marr,https://en.wikipedia.org/wiki/David_Marr_(neuroscientist)
Michael Stephen Feld,Ali Javan,https://en.wikipedia.org/wiki/Ali_Javan
Sandra Black (economist),Lawrence F. Katz,https://en.wikipedia.org/wiki/Lawrence_F._Katz
Marcus Musurus,Janus Lascaris,https://en.wikipedia.org/wiki/Janus_Lascaris
Parag Agrawal,Jennifer Widom,https://en.wikipedia.org/wiki/Jennifer_Widom
Suresh Venkatasubramanian,Rajeev Motwani,https://en.wikipedia.org/wiki/Rajeev_Motwani
Suresh Venkatasubramanian,Jean-Claude Latombe,https://en.wikipedia.org/wiki/Jean-Claude_Latombe
K. R. Sreenivasan,Roddam Narasimha,https://en.wikipedia.org/wiki/Roddam_Narasimha
Hal Abelson,Dennis Sullivan,https://en.wikipedia.org/wiki/Dennis_Sullivan
Alan Blinder,Robert Solow,https://en.wikipedia.org/wiki/Robert_Solow
David Marr (neuroscientist),Giles Brindley,https://en.wikipedia.org/wiki/Giles_Brindley
Peter G. Ossorio,Rudolf Carnap,https://en.wikipedia.org/wiki/Rudolf_Carnap
Gabriel Popescu (scientist),Michael Stephen Feld,https://en.wikipedia.org/wiki/Michael_Stephen_Feld
Maryna Viazovska,Don Zagier,https://en.wikipedia.org/wiki/Don_Zagier
Maryna Viazovska,Werner Müller,https://en.wikipedia.org/wiki/Werner_M%C3%BCller_(mathematician)
Roger W. Brockett,Mihajlo D. Mesarovic,https://en.wikipedia.org/wiki/Mihajlo_D._Mesarovic
Kevin W. S. Roberts,James Mirrlees,https://en.wikipedia.org/wiki/James_Mirrlees
Georg Wolfgang Wedel,Werner Rolfinck,https://en.wikipedia.org/wiki/Werner_Rolfinck
Rebecca Lange,Ian S. E. Carmichael,https://en.wikipedia.org/wiki/Ian_S._E._Carmichael
Anton Marty,Hermann Lotze,https://en.wikipedia.org/wiki/Hermann_Lotze
Anton Marty,Franz Brentano,https://en.wikipedia.org/wiki/Franz_Brentano
Eric Jacobsen (chemist),Robert G. Bergman,https://en.wikipedia.org/wiki/Robert_G._Bergman
Eric Jacobsen (chemist),Karl Barry Sharpless,https://en.wikipedia.org/wiki/Karl_Barry_Sharpless
Mary Lou Soffa,Gary Lindstrom,https://en.wikipedia.org/wiki/Gary_Lindstrom
Kiyosi Itô,Shokichi Iyanaga,https://en.wikipedia.org/wiki/Shokichi_Iyanaga
Yi Cui (scientist),Charles M. Lieber,https://en.wikipedia.org/wiki/Charles_M._Lieber
Yi Cui (scientist),A. Paul Alivisatos,https://en.wikipedia.org/wiki/A._Paul_Alivisatos
Immanuel Kant,Martin Knutzen,https://en.wikipedia.org/wiki/Martin_Knutzen
Immanuel Kant,Johann Gottfried Teske,https://en.wikipedia.org/wiki/Johann_Gottfried_Teske
Immanuel Kant,Konrad Gottlieb Marquardt,"https://en.wikipedia.orghttps://en.wikisource.org/wiki/de:ADB:Marquardt,_Konrad_Gottlieb"
Eric van Damme,Jaap Wessels,https://en.wikipedia.org/wiki/Jaap_Wessels
Eric van Damme,Reinhard Selten,https://en.wikipedia.org/wiki/Reinhard_Selten
Mark Aguiar,Ricardo J. Caballero,https://en.wikipedia.org/wiki/Ricardo_J._Caballero
Mark Aguiar,Daron Acemoglu,https://en.wikipedia.org/wiki/Daron_Acemoglu
Johannes Crato von Krafftheim,Johannes Baptista Montanus,https://en.wikipedia.org/wiki/Johannes_Baptista_Montanus
Jeffrey Ullman,Arthur Bernstein,https://en.wikipedia.org/w/index.php?title=Arthur_Bernstein&action=edit&redlink=1
Jeffrey Ullman,Archie McKellar,https://en.wikipedia.org/w/index.php?title=Archie_McKellar_(scientist)&action=edit&redlink=1
Alexander Brudno,Dmitrii Menshov,https://en.wikipedia.org/wiki/Dmitrii_Menshov
Rick L. Danheiser,E. J. Corey,https://en.wikipedia.org/wiki/E._J._Corey
Rick L. Danheiser,Gilbert Stork,https://en.wikipedia.org/wiki/Gilbert_Stork
Yehoshua Sagiv,Jeffrey Ullman,https://en.wikipedia.org/wiki/Jeffrey_Ullman
Jerry Saltzer,Fernando J. Corbató,https://en.wikipedia.org/wiki/Fernando_J._Corbat%C3%B3
Elhanan Helpman,Richard E. Caves,https://en.wikipedia.org/wiki/Richard_E._Caves
Elhanan Helpman,Hendrik S. Houthakker,https://en.wikipedia.org/wiki/Hendrik_S._Houthakker
Helen M. Berman,citation needed,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
Helen M. Berman,Barbara Low,https://en.wikipedia.org/wiki/Barbara_Low_(biochemist)
Helen M. Berman,Jenny Glusker,https://en.wikipedia.org/wiki/Jenny_Glusker
Nachum Dershowitz,Zohar Manna,https://en.wikipedia.org/wiki/Zohar_Manna
Jianqing Fan,David Donoho,https://en.wikipedia.org/wiki/David_Donoho
Jianqing Fan,Peter Bickel,https://en.wikipedia.org/wiki/Peter_Bickel
Jianqing Fan,Peter Bickel,https://en.wikipedia.org/wiki/Peter_Bickel
William Vickrey,Carl Shoup,https://en.wikipedia.org/wiki/Carl_Shoup
William Vickrey,Robert M. Haig,https://en.wikipedia.org/wiki/Robert_M._Haig
Thomas Piketty,Roger Guesnerie,https://en.wikipedia.org/wiki/Roger_Guesnerie
Patrick O. Brown,Nicholas Cozzarelli,https://en.wikipedia.org/wiki/Nicholas_R._Cozzarelli
Aviezri Fraenkel,Ernst G. Straus,https://en.wikipedia.org/wiki/Ernst_G._Straus
George Howard Parker,Edward Laurens Mark,https://en.wikipedia.org/wiki/Edward_Laurens_Mark
Tim Stearns,David Botstein,https://en.wikipedia.org/wiki/David_Botstein
Tim Stearns,Marc Kirschner,https://en.wikipedia.org/wiki/Marc_Kirschner
Henry Ludwell Moore,Simon Newcomb,https://en.wikipedia.org/wiki/Simon_Newcomb
Henry Ludwell Moore,John Bates Clark,https://en.wikipedia.org/wiki/John_Bates_Clark
Stuart Schreiber,Robert Burns Woodward,https://en.wikipedia.org/wiki/Robert_Burns_Woodward
Stuart Schreiber,Yoshito Kishi,https://en.wikipedia.org/wiki/Yoshito_Kishi
Boualem Khouider,Anne Bourlioux,https://en.wikipedia.org/wiki/Anne_Bourlioux
Alessio Figalli,Luigi Ambrosio,https://en.wikipedia.org/wiki/Luigi_Ambrosio
Alessio Figalli,Cédric Villani,https://en.wikipedia.org/wiki/C%C3%A9dric_Villani
Dani Rodrik,Avinash Dixit,https://en.wikipedia.org/wiki/Avinash_Dixit
Karl Barry Sharpless,Eugene van Tamelen,https://en.wikipedia.org/wiki/Eugene_van_Tamelen
Henry Crapo (mathematician),Gian-Carlo Rota,https://en.wikipedia.org/wiki/Gian-Carlo_Rota
John Rust,Daniel McFadden,https://en.wikipedia.org/wiki/Daniel_McFadden
Tim Besley,W.M. Gorman,https://en.wikipedia.org/wiki/W.M._Gorman
Monika Ritsch-Marte,Daniel Frank Walls,https://en.wikipedia.org/wiki/Daniel_Frank_Walls
Monika Ritsch-Marte,Crispin Gardiner,https://en.wikipedia.org/wiki/Crispin_Gardiner
Jaap Wessels,Jacques F. Benders,https://en.wikipedia.org/wiki/Jacques_F._Benders
Ju-Lee Kim,Roger Evans Howe,https://en.wikipedia.org/wiki/Roger_Evans_Howe
Jean-Pierre Sauvage,Jean-Marie Lehn,https://en.wikipedia.org/wiki/Jean-Marie_Lehn
Vittore Trincavelli,Pietro Pomponazzi,https://en.wikipedia.org/wiki/Pietro_Pomponazzi
Aryeh Frimer,Paul Doughty Bartlett,https://en.wikipedia.org/wiki/Paul_Doughty_Bartlett
Kiri Wagstaff,Claire Cardie,https://en.wikipedia.org/wiki/Claire_Cardie
Jack Silver,Robert Lawson Vaught,https://en.wikipedia.org/wiki/Robert_Lawson_Vaught
Edwin Vedejs,Hans Muxfeldt,https://en.wikipedia.org/w/index.php?title=Hans_Muxfeldt&action=edit&redlink=1
Nicholas Turro,George S. Hammond,https://en.wikipedia.org/wiki/George_S._Hammond
Nicholas Turro,Paul Doughty Bartlett,https://en.wikipedia.org/wiki/Paul_Doughty_Bartlett
Steven A. Benner,Robert Burns Woodward,https://en.wikipedia.org/wiki/Robert_Burns_Woodward
Steven A. Benner,Frank Westheimer,https://en.wikipedia.org/wiki/Frank_Westheimer
John L. Lumley,Stanley Corrsin,https://en.wikipedia.org/wiki/Stanley_Corrsin
George M. Whitesides,John D. Roberts,https://en.wikipedia.org/wiki/John_D._Roberts
Louis Agassiz,Carl Friedrich Philipp von Martius,https://en.wikipedia.org/wiki/Carl_Friedrich_Philipp_von_Martius
Louis Agassiz,Ignaz Döllinger,https://en.wikipedia.org/wiki/Ignaz_D%C3%B6llinger
Louis Agassiz,Georges Cuvier,https://en.wikipedia.org/wiki/Georges_Cuvier
Louis Agassiz,Alexander von Humboldt,https://en.wikipedia.org/wiki/Alexander_von_Humboldt
David M. Jackson,Roger Needham,https://en.wikipedia.org/wiki/Roger_Needham
Alan Sokal,Arthur Wightman,https://en.wikipedia.org/wiki/Arthur_Wightman
Manfred Eigen,Arnold Eucken,https://en.wikipedia.org/wiki/Arnold_Eucken
Robert Burns Woodward,James Flack Norris,https://en.wikipedia.org/wiki/James_Flack_Norris
Robert Burns Woodward,Avery Adrian Morton,https://en.wikipedia.org/w/index.php?title=Avery_Adrian_Morton&action=edit&redlink=1
William R. Roush,Robert Burns Woodward,https://en.wikipedia.org/wiki/Robert_Burns_Woodward
Guofang Wei,Detlef Gromoll,https://en.wikipedia.org/wiki/Detlef_Gromoll
Frank Malina,Theodore von Kármán,https://en.wikipedia.org/wiki/Theodore_von_K%C3%A1rm%C3%A1n
Richard Zach,Paolo Mancosu,https://en.wikipedia.org/w/index.php?title=Paolo_Mancosu&action=edit&redlink=1
Richard Zach,Jack Silver,https://en.wikipedia.org/wiki/Jack_Silver
William K. George,John L. Lumley,https://en.wikipedia.org/wiki/John_L._Lumley
Anatoly Dorodnitsyn,Nikolai Kochin,https://en.wikipedia.org/wiki/Nikolai_Kochin
Aviv Regev,Eva Jablonka,https://en.wikipedia.org/wiki/Eva_Jablonka
Aviv Regev,Ehud Shapiro,https://en.wikipedia.org/wiki/Ehud_Shapiro
M. Christina White,Gary H. Posner,https://en.wikipedia.org/wiki/Gary_H._Posner
M. Christina White,Eric Jacobsen,https://en.wikipedia.org/wiki/Eric_Jacobsen_(chemist)
Burt Totaro,Shoshichi Kobayashi,https://en.wikipedia.org/wiki/Shoshichi_Kobayashi
Hongjie Dai,Charles Lieber,https://en.wikipedia.org/wiki/Charles_Lieber
Otto Bütschli,Rudolf Leuckart,https://en.wikipedia.org/wiki/Rudolf_Leuckart
Eric Grimson,David Marr,https://en.wikipedia.org/wiki/David_Marr_(neuroscientist)
Chelsea Finn,Sergey Levine,https://en.wikipedia.org/w/index.php?title=Sergey_Levine&action=edit&redlink=1
Chelsea Finn,Pieter Abbeel,https://en.wikipedia.org/wiki/Pieter_Abbeel
Robert Barro,Zvi Griliches,https://en.wikipedia.org/wiki/Zvi_Griliches
Arthur T. Ippen,Theodore von Kármán,https://en.wikipedia.org/wiki/Theodore_von_K%C3%A1rm%C3%A1n
Arthur T. Ippen,Robert T. Knapp,https://en.wikipedia.org/w/index.php?title=Robert_T._Knapp&action=edit&redlink=1
John D. Roberts,William Gould Young,https://en.wikipedia.org/wiki/William_Gould_Young
Jacques Drèze,William Vickrey,https://en.wikipedia.org/wiki/William_Vickrey
G. A. Cohen,Gilbert Ryle,https://en.wikipedia.org/wiki/Gilbert_Ryle
Srinivasan Chandrasekaran,E.J. Corey,https://en.wikipedia.org/wiki/E.J._Corey
John T. Groves,Ronald Breslow,https://en.wikipedia.org/wiki/Ronald_Breslow
Melissa Dell,Daron Acemoglu,https://en.wikipedia.org/wiki/Daron_Acemoglu
Kurt Leichtweiss,Emanuel Sperner,https://en.wikipedia.org/wiki/Emanuel_Sperner
Robert H. Crabtree,Joseph Chatt,https://en.wikipedia.org/wiki/Joseph_Chatt
Robert H. Crabtree,Malcolm Green,https://en.wikipedia.org/wiki/Malcolm_Green_(chemist)
Robert H. Crabtree,Hugh Felkin,https://en.wikipedia.org/wiki/Hugh_Felkin
Louise Johnson,David Chilton Phillips,https://en.wikipedia.org/wiki/David_Chilton_Phillips
Louise Johnson,Frederic M. Richards,https://en.wikipedia.org/wiki/Frederic_M._Richards
Nicholas Bloom,John Van Reenen,https://en.wikipedia.org/wiki/John_Van_Reenen_(economist)
Nicholas Bloom,Richard Blundell,https://en.wikipedia.org/wiki/Richard_Blundell
Daniel Kleppner,Norman Ramsey,https://en.wikipedia.org/wiki/Norman_Ramsey
Maurice Anthony Biot,Theodore von Kármán,https://en.wikipedia.org/wiki/Theodore_von_K%C3%A1rm%C3%A1n
Catherine Doléans-Dade,Paul-André Meyer,https://en.wikipedia.org/wiki/Paul-Andr%C3%A9_Meyer
Margaret Floy Washburn,Edward B. Titchener,https://en.wikipedia.org/wiki/Edward_B._Titchener
Eva Jablonka,Howard Cedar,https://en.wikipedia.org/wiki/Howard_Cedar
William Stimpson,Louis Agassiz,https://en.wikipedia.org/wiki/Louis_Agassiz
Shigeru Iitaka,Kunihiko Kodaira,https://en.wikipedia.org/wiki/Kunihiko_Kodaira
George Parshall,Reynold C. Fuson,https://en.wikipedia.org/wiki/Reynold_C._Fuson
Dinshaw Patel,David Israel Schuster,https://en.wikipedia.org/wiki/David_Israel_Schuster
Sylvie Méléard,Nicole El Karoui,https://en.wikipedia.org/wiki/Nicole_El_Karoui
Gilbert Stork,Samuel M. McElvain,https://en.wikipedia.org/wiki/Samuel_M._McElvain
Firat Güder,George M. Whitesides,https://en.wikipedia.org/wiki/George_M._Whitesides
John Haugeland,Hans Sluga,https://en.wikipedia.org/wiki/Hans_Sluga
Steven Salzberg,William Aaron Woods,https://en.wikipedia.org/wiki/William_Aaron_Woods
Frank A. Brown Jr.,George Howard Parker,https://en.wikipedia.org/wiki/George_Howard_Parker
Richard Creath,Wilfrid Sellars,https://en.wikipedia.org/wiki/Wilfrid_Sellars
Tehshik Yoon,David MacMillan,https://en.wikipedia.org/wiki/David_MacMillan
Tehshik Yoon,Eric Jacobsen,https://en.wikipedia.org/wiki/Eric_Jacobsen_(chemist)
Tehshik Yoon,Erick M. Carreira,https://en.wikipedia.org/wiki/Erick_M._Carreira
Tehshik Yoon,David A. Evans,https://en.wikipedia.org/wiki/David_A._Evans
Ellen Hildreth,Shimon Ullman,https://en.wikipedia.org/wiki/Shimon_Ullman
Johann Christian Gottlieb Ackermann,Ernst Gottfried Baldinger,https://en.wikipedia.org/wiki/Ernst_Gottfried_Baldinger
Johann Christian Gottlieb Ackermann,Christian Gottlob Heyne,https://en.wikipedia.org/wiki/Christian_Gottlob_Heyne
Randall Dougherty,Jack Silver,https://en.wikipedia.org/wiki/Jack_Silver
Roy J. Glauber,Julian Schwinger,https://en.wikipedia.org/wiki/Julian_Schwinger
Richard Lipton,David Parnas,https://en.wikipedia.org/wiki/David_Parnas
Stephen Rallis,Bertram Kostant,https://en.wikipedia.org/wiki/Bertram_Kostant
Anthony Zador,Christof Koch,https://en.wikipedia.org/wiki/Christof_Koch
Anthony Zador,Charles F. Stevens,https://en.wikipedia.org/wiki/Charles_F._Stevens
Joseph DeRisi,Patrick O. Brown,https://en.wikipedia.org/wiki/Patrick_O._Brown
Marcey Waters,William Wulff,https://en.wikipedia.org/wiki/William_Wulff
Warren Whatley,Paul A. David,https://en.wikipedia.org/wiki/Paul_A._David
Warren Whatley,Donald J. Harris,https://en.wikipedia.org/wiki/Donald_J._Harris
Warren Whatley,Gavin Wright,https://en.wikipedia.org/wiki/Gavin_Wright
Li Jianshu,Roger Evans Howe,https://en.wikipedia.org/wiki/Roger_Evans_Howe
Siemion Fajtlowicz,Edward Marczewski,https://en.wikipedia.org/wiki/Edward_Marczewski
Naum Akhiezer,Dmitry Grave,https://en.wikipedia.org/wiki/Dmitry_Grave
Bogdan Suceavă,Bang-Yen Chen,https://en.wikipedia.org/wiki/Bang-Yen_Chen
Lyle Campbell,William O. Bright,https://en.wikipedia.org/wiki/William_O._Bright
Peter J. Bickel,Erich Leo Lehmann,https://en.wikipedia.org/wiki/Erich_Leo_Lehmann
Emily Oster,Michael Kremer,https://en.wikipedia.org/wiki/Michael_Kremer
Lawrence Que Jr.,Richard H. Holm,https://en.wikipedia.org/wiki/Richard_H._Holm
Alberto O. Mendelzon,Jeffrey Ullman,https://en.wikipedia.org/wiki/Jeffrey_Ullman
Murray Jarvik,Edward Chace Tolman,https://en.wikipedia.org/wiki/Edward_Chace_Tolman
Jeffrey Naughton,Jeffrey Ullman,https://en.wikipedia.org/wiki/Jeffrey_Ullman
Roger Guesnerie,Jean-Jacques Laffont,https://en.wikipedia.org/wiki/Jean-Jacques_Laffont
Lee-Jen Wei,Stephen Stigler,https://en.wikipedia.org/wiki/Stephen_Stigler
Alan Agresti,Stephen Stigler,https://en.wikipedia.org/wiki/Stephen_Stigler
Sara Cherry,David Baltimore,https://en.wikipedia.org/wiki/David_Baltimore
Loïc Merel,Joseph Oesterlé,https://en.wikipedia.org/wiki/Joseph_Oesterl%C3%A9
David Colander,William Vickrey,https://en.wikipedia.org/wiki/William_Vickrey
William O. Bright,Mary Haas,https://en.wikipedia.org/wiki/Mary_Haas
Walter Block,Gary Becker,https://en.wikipedia.org/wiki/Gary_Becker
Walter Block,William Landes,https://en.wikipedia.org/wiki/William_Landes
Pamela Munro,Margaret Langdon,https://en.wikipedia.org/wiki/Margaret_Langdon
Cécile Fabre,G. A. Cohen,https://en.wikipedia.org/wiki/G._A._Cohen
Harold Hartley (chemist),John Conroy,https://en.wikipedia.org/wiki/John_Conroy_(chemist)
Doug La Follette,Ronald Breslow,https://en.wikipedia.org/wiki/Ronald_Breslow
Alfred Aho,John Hopcroft,https://en.wikipedia.org/wiki/John_Hopcroft
Itzhak Gilboa,David Schmeidler,https://en.wikipedia.org/wiki/David_Schmeidler
Robert B. Wilson,Howard Raiffa,https://en.wikipedia.org/wiki/Howard_Raiffa
Arnon Avron,Haim Gaifman,https://en.wikipedia.org/wiki/Haim_Gaifman
Arnon Avron,Yoram Hirschfeld,https://en.wikipedia.org/w/index.php?title=Yoram_Hirschfeld&action=edit&redlink=1
Miriam Rossi (chemist),Jenny Glusker,https://en.wikipedia.org/wiki/Jenny_Glusker
Ian Wilson (biologist),Don Craig Wiley,https://en.wikipedia.org/wiki/Don_Craig_Wiley
Julio Rotemberg,Alan Blinder,https://en.wikipedia.org/wiki/Alan_Blinder
Julio Rotemberg,William Hoban Branson,https://en.wikipedia.org/wiki/William_Hoban_Branson
Friedrich Adolf Trendelenburg,Karl Leonhard Reinhold,https://en.wikipedia.org/wiki/Karl_Leonhard_Reinhold
Friedrich Adolf Trendelenburg,August Boeckh,https://en.wikipedia.org/wiki/August_Boeckh
Friedrich Adolf Trendelenburg,Friedrich Schleiermacher,https://en.wikipedia.org/wiki/Friedrich_Schleiermacher
Friedrich Adolf Trendelenburg,Georg Ludwig König,https://en.wikipedia.org/w/index.php?title=Georg_Ludwig_K%C3%B6nig&action=edit&redlink=1
Preda Mihăilescu,Erwin Engeler,https://en.wikipedia.org/wiki/Erwin_Engeler
Preda Mihăilescu,Hendrik Lenstra,https://en.wikipedia.org/wiki/Hendrik_Lenstra
Ian Goulden,David M. Jackson,https://en.wikipedia.org/wiki/David_M._Jackson
Peter B. Armentrout,Jesse L. Beauchamp,https://en.wikipedia.org/wiki/Jesse_L._Beauchamp
Jöns Jacob Berzelius,Johann Afzelius,https://en.wikipedia.org/wiki/Johann_Afzelius
Tohru Fukuyama,Yoshito Kishi,https://en.wikipedia.org/wiki/Yoshito_Kishi
Gerald Schwarz,Isadore M Singer,https://en.wikipedia.org/wiki/Isadore_Singer
Simon Caney,G. A. Cohen,https://en.wikipedia.org/wiki/G._A._Cohen
Hoàng Tụy,Dmitrii Menshov,https://en.wikipedia.org/wiki/Dmitrii_Menshov
Hoàng Tụy,Georgiy Shilov,https://en.wikipedia.org/wiki/Georgiy_Shilov
Huimin Zhao,Frances H. Arnold,https://en.wikipedia.org/wiki/Frances_Arnold
Cecilia R. Aragon,Marti Hearst,https://en.wikipedia.org/wiki/Marti_Hearst
Sylvia Ratnasamy,Scott Shenker,https://en.wikipedia.org/wiki/Scott_Shenker
Sylvia Ratnasamy,Ion Stoica,https://en.wikipedia.org/wiki/Ion_Stoica
David MacMillan,Larry E. Overman,https://en.wikipedia.org/wiki/Larry_E._Overman
David MacMillan,David A. Evans,https://en.wikipedia.org/wiki/David_A._Evans
Peter Dervan,Jerome A. Berson,https://en.wikipedia.org/wiki/Jerome_A._Berson
Omar M. Yaghi,Richard H. Holm,https://en.wikipedia.org/wiki/Richard_H._Holm
Howard M. Wiseman,Gerard J. Milburn,https://en.wikipedia.org/wiki/Gerard_J._Milburn
Howard M. Wiseman,Dan Walls,https://en.wikipedia.org/wiki/Daniel_Frank_Walls
Eiichi Nakamura (chemist),Isao Kuwajima,https://en.wikipedia.org/w/index.php?title=Isao_Kuwajima&action=edit&redlink=1
Brent Coull,Alan Agresti,https://en.wikipedia.org/wiki/Alan_Agresti
Alejandro Adem,William Browder,https://en.wikipedia.org/wiki/William_Browder_(mathematician)
Andrew Orr-Ewing,Gus Hancock,https://en.wikipedia.orghttps://www.wikidata.org/wiki/Q56569326
Gerald J. Wasserburg,Harold C. Urey,https://en.wikipedia.org/wiki/Harold_C._Urey
Gerald J. Wasserburg,Mark Inghram,https://en.wikipedia.org/wiki/Mark_Inghram
Don Zagier,Friedrich Hirzebruch,https://en.wikipedia.org/wiki/Friedrich_Hirzebruch
Thomas J. Bouchard Jr.,Harrison G. Gough,https://en.wikipedia.org/wiki/Harrison_G._Gough
Elizabeth Nolan,Stephen J. Lippard,https://en.wikipedia.org/wiki/Stephen_J._Lippard
Richard B. Mather,Peter A. Boodberg,https://en.wikipedia.org/wiki/Peter_A._Boodberg
Timothy F. Jamison,Stuart L. Schreiber,https://en.wikipedia.org/wiki/Stuart_L._Schreiber
Latha Venkataraman,Charles Lieber,https://en.wikipedia.org/wiki/Charles_Lieber
Joachim Lambek,Hans Zassenhaus,https://en.wikipedia.org/wiki/Hans_Zassenhaus
Andy Harter,Andy Hopper,https://en.wikipedia.org/wiki/Andy_Hopper
Nicholas R. Cozzarelli,Arthur Kornberg,https://en.wikipedia.org/wiki/Arthur_Kornberg
Dihua Jiang,Stephen Rallis,https://en.wikipedia.org/wiki/Stephen_Rallis
John H. Coates,Alan Baker,https://en.wikipedia.org/wiki/Alan_Baker_(mathematician)
Nigel G. Stocks,Peter V. E. McClintock,https://en.wikipedia.org/wiki/Peter_V._E._McClintock
Julia Steinberger,Thomas Greytak,https://en.wikipedia.org/wiki/Thomas_Greytak
Julia Steinberger,Daniel Kleppner,https://en.wikipedia.org/wiki/Daniel_Kleppner
Donald L. Turcotte,Frank E. Marble,https://en.wikipedia.org/wiki/Frank_E._Marble
Henry Farber,Orley Ashenfelter,https://en.wikipedia.org/wiki/Orley_Ashenfelter
Matthew O. Jackson,Darrell Duffie,https://en.wikipedia.org/wiki/Darrell_Duffie
Matthew O. Jackson,Dilip Mookherjee,https://en.wikipedia.org/w/index.php?title=Dilip_Mookherjee&action=edit&redlink=1
Matthew O. Jackson,Robert B. Wilson,https://en.wikipedia.org/wiki/Robert_B._Wilson
Yasutaka Ihara,Shokichi Iyanaga,https://en.wikipedia.org/wiki/Shokichi_Iyanaga
Yasutaka Ihara,Kenkichi Iwasawa,https://en.wikipedia.org/wiki/Kenkichi_Iwasawa
Joanna Aizenberg,George Whitesides,https://en.wikipedia.org/wiki/George_M._Whitesides
Aephraim M. Steinberg,Raymond Chiao,https://en.wikipedia.org/wiki/Raymond_Chiao
Maria Colombo (mathematician),Luigi Ambrosio,https://en.wikipedia.org/wiki/Luigi_Ambrosio
Maria Colombo (mathematician),Alessio Figalli,https://en.wikipedia.org/wiki/Alessio_Figalli
Maria Colombo (mathematician),Camillo De Lellis,https://en.wikipedia.org/wiki/Camillo_De_Lellis
Jacqueline Barton,Stephen J. Lippard,https://en.wikipedia.org/wiki/Stephen_J._Lippard
Jacqueline Barton,Robert G. Shulman,https://en.wikipedia.org/wiki/Robert_G._Shulman
Jakob Sigismund Beck,Immanuel Kant,https://en.wikipedia.org/wiki/Immanuel_Kant
Patricia Dove,Alexandra Navrotsky,https://en.wikipedia.org/wiki/Alexandra_Navrotsky
Richard A. Tapia,Magnus Hestenes,https://en.wikipedia.org/wiki/Magnus_Hestenes
Norman Allinger,Donald J. Cram,https://en.wikipedia.org/wiki/Donald_J._Cram
Ralph Greenberg,Kenkichi Iwasawa,https://en.wikipedia.org/wiki/Kenkichi_Iwasawa
