Nome,advisor,link_adv
Dana Scott,Alonzo Church,https://en.wikipedia.org/wiki/Alonzo_Church
Harriet Brooks,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
Theodore Wilbur Anderson,Samuel S. Wilks,https://en.wikipedia.org/wiki/Samuel_S._Wilks
M. S. Bartlett,John Wishart,https://en.wikipedia.org/wiki/John_Wishart_(statistician)
Stephen Gray (scientist),Roger Cotes,https://en.wikipedia.org/wiki/Roger_Cotes
Stephen Gray (scientist),John Theophilus Desaguliers,https://en.wikipedia.org/wiki/John_Theophilus_Desaguliers
Gabriel Dover,Ralph Riley,https://en.wikipedia.org/wiki/Ralph_Riley
Rodolfo Gambini,Achilles Papapetrou,https://en.wikipedia.org/wiki/Achilles_Papapetrou
Richard E. Bellman,Solomon Lefschetz,https://en.wikipedia.org/wiki/Solomon_Lefschetz
Christopher Zeeman,Shaun Wylie,https://en.wikipedia.org/wiki/Shaun_Wylie
Mildred Dresselhaus,Enrico Fermi,https://en.wikipedia.org/wiki/Enrico_Fermi
George Darwin,Edward John Routh,https://en.wikipedia.org/wiki/Edward_John_Routh
Michael Ghil,Peter Lax,https://en.wikipedia.org/wiki/Peter_Lax
Graham Brightwell,Béla Bollobás,https://en.wikipedia.org/wiki/B%C3%A9la_Bollob%C3%A1s
Aaron Klug,Douglas Hartree,https://en.wikipedia.org/wiki/Douglas_Hartree
Carl Neumann,Friedrich Richelot,https://en.wikipedia.org/wiki/Friedrich_Richelot
Carl Neumann,Otto Hesse,https://en.wikipedia.org/wiki/Otto_Hesse
David Widder,George D. Birkhoff,https://en.wikipedia.org/wiki/George_David_Birkhoff
Errett Bishop,Paul Halmos,https://en.wikipedia.org/wiki/Paul_Halmos
Jeff Cheeger,Salomon Bochner,https://en.wikipedia.org/wiki/Salomon_Bochner
Jeff Cheeger,James Harris Simons,https://en.wikipedia.org/wiki/James_Harris_Simons
Caroline Series,George Mackey,https://en.wikipedia.org/wiki/George_Mackey
Robert Byron Bird,Joseph O. Hirschfelder,https://en.wikipedia.org/wiki/Joseph_O._Hirschfelder
Curtis Callan,Robert H. Dicke,https://en.wikipedia.org/wiki/Robert_H._Dicke
Benoit Mandelbrot,Paul Lévy,https://en.wikipedia.org/wiki/Paul_L%C3%A9vy_(mathematician)
Robin Gandy,Alan Turing,https://en.wikipedia.org/wiki/Alan_Turing
George A. Elliott,Israel Halperin,https://en.wikipedia.org/wiki/Israel_Halperin
Eugene Fama,Merton Miller,https://en.wikipedia.org/wiki/Merton_Miller
Eugene Fama,Harry V. Roberts,https://en.wikipedia.org/wiki/Harry_V._Roberts
William Hopkins,Adam Sedgwick,https://en.wikipedia.org/wiki/Adam_Sedgwick
Elizabeth Laird (physicist),Arthur Stanley Mackenzie,https://en.wikipedia.org/wiki/Arthur_Stanley_Mackenzie
Alexandre Chorin,Peter D. Lax,https://en.wikipedia.org/wiki/Peter_D._Lax
Steven Weinberg,Sam Treiman,https://en.wikipedia.org/wiki/Sam_Treiman
W. T. Tutte,Shaun Wylie,https://en.wikipedia.org/wiki/Shaun_Wylie
John Hasbrouck Van Vleck,Edwin C. Kemble,https://en.wikipedia.org/wiki/Edwin_C._Kemble
Robert C. Armstrong,Robert Byron Bird,https://en.wikipedia.org/wiki/Robert_Byron_Bird
Angus Macintyre,Dana Scott,https://en.wikipedia.org/wiki/Dana_Scott
Julius Plücker,Christian Ludwig Gerling,https://en.wikipedia.org/wiki/Christian_Ludwig_Gerling
Theophil Henry Hildebrandt,Eliakim Hastings Moore,https://en.wikipedia.org/wiki/E._H._Moore
Samuel Karlin,Salomon Bochner,https://en.wikipedia.org/wiki/Salomon_Bochner
Jack Copeland,Dana Scott,https://en.wikipedia.org/wiki/Dana_Scott
Charles Friedel,Charles Adolphe Wurtz,https://en.wikipedia.org/wiki/Charles_Adolphe_Wurtz
Ramanathan V. Guha,John McCarthy,https://en.wikipedia.org/wiki/John_McCarthy_(computer_scientist)
Ramanathan V. Guha,Edward Feigenbaum,https://en.wikipedia.org/wiki/Edward_Feigenbaum
Arnold Sommerfeld,Ferdinand von Lindemann,https://en.wikipedia.org/wiki/Ferdinand_von_Lindemann
George Pólya,Lipót Fejér,https://en.wikipedia.org/wiki/Lip%C3%B3t_Fej%C3%A9r
Werner Romberg,Arnold Sommerfeld,https://en.wikipedia.org/wiki/Arnold_Sommerfeld
Stanisław Trybuła,Hugo Steinhaus,https://en.wikipedia.org/wiki/Hugo_Steinhaus
Francis Galton,William Hopkins,https://en.wikipedia.org/wiki/William_Hopkins
Yakir Aharonov,David Bohm,https://en.wikipedia.org/wiki/David_Bohm
Carl Runge,Karl Weierstrass,https://en.wikipedia.org/wiki/Karl_Weierstrass
Carl Runge,Ernst Kummer,https://en.wikipedia.org/wiki/Ernst_Kummer
Ernst Kummer,Heinrich Scherk,https://en.wikipedia.org/wiki/Heinrich_Scherk
Marika Taylor,Stephen Hawking,https://en.wikipedia.org/wiki/Stephen_Hawking
Anneli Cahn Lax,Richard Courant,https://en.wikipedia.org/wiki/Richard_Courant
Theodore Modis,Jack Steinberger,https://en.wikipedia.org/wiki/Jack_Steinberger
Harald Cramér,Marcel Riesz,https://en.wikipedia.org/wiki/Marcel_Riesz
Sandu Popescu,Yakir Aharonov,https://en.wikipedia.org/wiki/Yakir_Aharonov
Sandu Popescu,citation needed,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
Christina Sormani,Jeff Cheeger,https://en.wikipedia.org/wiki/Jeff_Cheeger
Lily Jan,Max Delbrück,https://en.wikipedia.org/wiki/Max_Delbr%C3%BCck
Lise Meitner,Franz S. Exner,https://en.wikipedia.org/wiki/Franz_S._Exner
Lise Meitner,Hans Benndorf,https://en.wikipedia.org/wiki/Hans_Benndorf
Lise Meitner,Ludwig Boltzmann,https://en.wikipedia.org/wiki/Ludwig_Boltzmann
Lise Meitner,Max Planck,https://en.wikipedia.org/wiki/Max_Planck
Peter Tait (physicist),William Hopkins,https://en.wikipedia.org/wiki/William_Hopkins
Aleksander Rajchman,Hugo Steinhaus,https://en.wikipedia.org/wiki/Hugo_Steinhaus
Simon B. Kochen,Alonzo Church,https://en.wikipedia.org/wiki/Alonzo_Church
Hermann Brück,Arnold Sommerfeld,https://en.wikipedia.org/wiki/Arnold_Sommerfeld
Joseph L. Doob,Joseph L. Walsh,https://en.wikipedia.org/wiki/Joseph_L._Walsh
Erhard Schmidt,David Hilbert,https://en.wikipedia.org/wiki/David_Hilbert
John Crank,William Lawrence Bragg,https://en.wikipedia.org/wiki/William_Lawrence_Bragg
George B. Purdy,Paul T. Bateman,https://en.wikipedia.org/wiki/Paul_T._Bateman
George B. Purdy,Paul Erdős,https://en.wikipedia.org/wiki/Paul_Erd%C5%91s
George B. Purdy,Richard Rado,https://en.wikipedia.org/wiki/Richard_Rado
Deborah Chung,Mildred S. Dresselhaus,https://en.wikipedia.org/wiki/Mildred_S._Dresselhaus
Paul Olum,Hassler Whitney,https://en.wikipedia.org/wiki/Hassler_Whitney
Debendra Mohan Bose,Erich Regener,https://en.wikipedia.org/wiki/Erich_Regener
Debendra Mohan Bose,Jagadish Chandra Bose,https://en.wikipedia.org/wiki/Jagadish_Chandra_Bose
Debendra Mohan Bose,J. J. Thomson,https://en.wikipedia.org/wiki/J._J._Thomson
Sourav Chatterjee,Persi Diaconis,https://en.wikipedia.org/wiki/Persi_Diaconis
Richard Kadison,Marshall Harvey Stone,https://en.wikipedia.org/wiki/Marshall_Harvey_Stone
Otto Hesse,Carl Gustav Jacob Jacobi,https://en.wikipedia.org/wiki/Carl_Gustav_Jacob_Jacobi
Hans Moravec,John McCarthy,https://en.wikipedia.org/wiki/John_McCarthy_(computer_scientist)
Maxime Bôcher,Felix Klein,https://en.wikipedia.org/wiki/Felix_Klein
Nikolaus Riehl,Lise Meitner,https://en.wikipedia.org/wiki/Lise_Meitner
Nikolaus Riehl,Otto Hahn,https://en.wikipedia.org/wiki/Otto_Hahn
Eduard Helly,Wilhelm Wirtinger,https://en.wikipedia.org/wiki/Wilhelm_Wirtinger
Eduard Helly,Franz Mertens,https://en.wikipedia.org/wiki/Franz_Mertens
Eduard Helly,David Hilbert,https://en.wikipedia.org/wiki/David_Hilbert
Georges Urbain,Charles Friedel,https://en.wikipedia.org/wiki/Charles_Friedel
Reinhold Baer,Hellmuth Kneser,https://en.wikipedia.org/wiki/Hellmuth_Kneser
Andrew M. Gleason,George Mackey,https://en.wikipedia.org/wiki/George_Mackey
Peter J. Freyd,Norman Steenrod,https://en.wikipedia.org/wiki/Norman_Steenrod
Peter J. Freyd,David Buchsbaum,https://en.wikipedia.org/wiki/David_Buchsbaum
E. T. Whittaker,Andrew Russell Forsyth,https://en.wikipedia.org/wiki/Andrew_Russell_Forsyth
E. T. Whittaker,George Howard Darwin,https://en.wikipedia.org/wiki/George_Howard_Darwin
Kip Thorne,John Archibald Wheeler,https://en.wikipedia.org/wiki/John_Archibald_Wheeler
Peter Lax,K. O. Friedrichs,https://en.wikipedia.org/wiki/Kurt_O._Friedrichs
Bertil Matérn,Harald Cramér,https://en.wikipedia.org/wiki/Harald_Cram%C3%A9r
Tamar Ziegler,Hillel Furstenberg,https://en.wikipedia.org/wiki/Hillel_Furstenberg
Grace Bates,Reinhold Baer,https://en.wikipedia.org/wiki/Reinhold_Baer
V. S. Sunder,Paul Halmos,https://en.wikipedia.org/wiki/Paul_Halmos
Samuel Tolansky,William Lawrence Bragg,https://en.wikipedia.org/wiki/William_Lawrence_Bragg
Jeff Paris (mathematician),Robin Gandy,https://en.wikipedia.org/wiki/Robin_Gandy
David Pines,David Bohm,https://en.wikipedia.org/wiki/David_Bohm
Otto Hahn,Theodor Zincke,https://en.wikipedia.org/wiki/Theodor_Zincke
Otto Hahn,Adolf von Baeyer,https://en.wikipedia.org/wiki/Adolf_von_Baeyer
Otto Hahn,William Ramsay,https://en.wikipedia.org/wiki/William_Ramsay
Otto Hahn,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
Otto Hahn,Emil Fischer,https://en.wikipedia.org/wiki/Emil_Fischer
Wilhelm Fiedler,August Ferdinand Möbius,https://en.wikipedia.org/wiki/August_Ferdinand_M%C3%B6bius
Wilhelm Fiedler,Wilhelm Gottlieb Hankel,https://en.wikipedia.org/wiki/Wilhelm_Gottlieb_Hankel
Hironari Miyazawa,Takahiko Yamanouchi,https://en.wikipedia.org/wiki/Takahiko_Yamanouchi
Hironari Miyazawa,Masao Kotani,https://en.wikipedia.org/wiki/Masao_Kotani
Hironari Miyazawa,Gregor Wentzel,https://en.wikipedia.org/wiki/Gregor_Wentzel
Hironari Miyazawa,Enrico Fermi,https://en.wikipedia.org/wiki/Enrico_Fermi
Oscar Buneman,Douglas Hartree,https://en.wikipedia.org/wiki/Douglas_Hartree
Fay Dowker,Stephen Hawking,https://en.wikipedia.org/wiki/Stephen_Hawking
Warren Ambrose,Joseph L. Doob,https://en.wikipedia.org/wiki/Joseph_L._Doob
William V. Houston,Albert Michelson,https://en.wikipedia.org/wiki/Albert_Michelson
William V. Houston,Robert Millikan,https://en.wikipedia.org/wiki/Robert_Millikan
William V. Houston,Arnold Sommerfeld,https://en.wikipedia.org/wiki/Arnold_Sommerfeld
William V. Houston,Werner Heisenberg,https://en.wikipedia.org/wiki/Werner_Heisenberg
Isaac Todhunter,William Hopkins,https://en.wikipedia.org/wiki/William_Hopkins
Harry Rauch,Salomon Bochner,https://en.wikipedia.org/wiki/Salomon_Bochner
Daniel Joseph Bradley,Samuel Tolansky,https://en.wikipedia.org/wiki/Samuel_Tolansky
Traian Lalescu,Émile Picard,https://en.wikipedia.org/wiki/Charles_%C3%89mile_Picard
Friedrich Julius Richelot,Carl Gustav Jacob Jacobi,https://en.wikipedia.org/wiki/Carl_Gustav_Jacob_Jacobi
Dennis W. Sciama,Paul Dirac,https://en.wikipedia.org/wiki/Paul_Dirac
Harold Grad,Richard Courant,https://en.wikipedia.org/wiki/Richard_Courant
David Trotman,Christopher Zeeman,https://en.wikipedia.org/wiki/Christopher_Zeeman
David Trotman,C. T. C. Wall,https://en.wikipedia.org/wiki/C._T._C._Wall
David Trotman,René Thom,https://en.wikipedia.org/wiki/Ren%C3%A9_Thom
David Trotman,Bernard Teissier,https://en.wikipedia.org/wiki/Bernard_Teissier
Martin David Kruskal,Richard Courant,https://en.wikipedia.org/wiki/Richard_Courant
Masao Kotani,Kwan-ichi Terazawa,https://en.wikipedia.org/wiki/Kwan-ichi_Terazawa
Tsung-Dao Lee,Enrico Fermi,https://en.wikipedia.org/wiki/Enrico_Fermi
W. B. R. Lickorish,Erik Christopher Zeeman,https://en.wikipedia.org/wiki/Christopher_Zeeman
Sekazi Mtingwa,Curtis Callan,https://en.wikipedia.org/wiki/Curtis_Callan
Edward Mills Purcell,Kenneth Bainbridge,https://en.wikipedia.org/wiki/Kenneth_Bainbridge
Edward Mills Purcell,John Van Vleck,https://en.wikipedia.org/wiki/John_Van_Vleck
Peter G. Harrison,Meir M. Lehman,https://en.wikipedia.org/wiki/Meir_M._Lehman
Abraham Gotthelf Kästner,Christian August Hausen,https://en.wikipedia.org/wiki/Christian_August_Hausen
Joseph Schumpeter,Eugen Böhm von Bawerk,https://en.wikipedia.org/wiki/Eugen_B%C3%B6hm_von_Bawerk
Ralph H. Fowler,Archibald Vivian Hill,https://en.wikipedia.org/wiki/Archibald_Vivian_Hill
Erich Hecke,David Hilbert,https://en.wikipedia.org/wiki/David_Hilbert
Kurt Reidemeister,Erich Hecke,https://en.wikipedia.org/wiki/Erich_Hecke
John W. Pratt,Samuel Karlin,https://en.wikipedia.org/wiki/Samuel_Karlin
Émile Borel,Gaston Darboux,https://en.wikipedia.org/wiki/Jean_Gaston_Darboux
David Gross,Geoffrey Chew,https://en.wikipedia.org/wiki/Geoffrey_Chew
Augustus De Morgan,John Philips Higman,https://en.wikipedia.org/wiki/John_Philips_Higman
Augustus De Morgan,George Peacock,https://en.wikipedia.org/wiki/George_Peacock_(mathematician)
Augustus De Morgan,William Whewell,https://en.wikipedia.org/wiki/William_Whewell
Bruce Allen (physicist),Stephen Hawking,https://en.wikipedia.org/wiki/Stephen_Hawking
Bruce Allen (physicist),Rainer Weiss,https://en.wikipedia.org/wiki/Rainer_Weiss
Charles Adolphe Wurtz,Justus von Liebig,https://en.wikipedia.org/wiki/Justus_von_Liebig
George Mackey,Marshall H. Stone,https://en.wikipedia.org/wiki/Marshall_H._Stone
Susanne Langer,Alfred North Whitehead,https://en.wikipedia.org/wiki/Alfred_North_Whitehead
Julia Bell,Karl Pearson,https://en.wikipedia.org/wiki/Karl_Pearson
Owen Willans Richardson,J. J. Thomson,https://en.wikipedia.org/wiki/J._J._Thomson
Olaus Henrici,Otto Hesse,https://en.wikipedia.org/wiki/Otto_Hesse
Olaus Henrici,Karl Weierstrass,https://en.wikipedia.org/wiki/Karl_Weierstrass
Olaus Henrici,Leopold Kronecker,https://en.wikipedia.org/wiki/Leopold_Kronecker
Arthur Cayley,George Peacock,https://en.wikipedia.org/wiki/George_Peacock_(mathematician)
Arthur Cayley,William Hopkins,https://en.wikipedia.org/wiki/William_Hopkins
Emil Wolf,Edward H. Linfoot,https://en.wikipedia.org/wiki/Edward_H._Linfoot
Emil Wolf,Max Born,https://en.wikipedia.org/wiki/Max_Born
Peter Lax,K. O. Friedrichs,https://en.wikipedia.org/wiki/Kurt_O._Friedrichs
Harry Pitt,G. H. Hardy,https://en.wikipedia.org/wiki/G._H._Hardy
Harry Pitt,David Widder,https://en.wikipedia.org/wiki/David_Widder
Frank Wilczek,David Gross,https://en.wikipedia.org/wiki/David_Gross
Johann Christian Polycarp Erxleben,Abraham Gotthelf Kästner,https://en.wikipedia.org/wiki/Abraham_Gotthelf_K%C3%A4stner
Emil Fischer,Adolf von Baeyer,https://en.wikipedia.org/wiki/Adolf_von_Baeyer
Emil Fischer,Friedrich August Kekulé,https://en.wikipedia.org/wiki/Friedrich_August_Kekul%C3%A9
Emil Fischer,citation needed,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
August Kekulé,Justus von Liebig,https://en.wikipedia.org/wiki/Justus_von_Liebig
William Gemmell Cochran,John Wishart,https://en.wikipedia.org/wiki/John_Wishart_(statistician)
Georg Cantor,Ernst Kummer,https://en.wikipedia.org/wiki/Ernst_Kummer
Georg Cantor,Karl Weierstrass,https://en.wikipedia.org/wiki/Karl_Weierstrass
Ernst Stueckelberg,August Hagenbach,https://en.wikipedia.org/wiki/August_Hagenbach
William Ramsay,Wilhelm Rudolph Fittig,https://en.wikipedia.org/wiki/Wilhelm_Rudolph_Fittig
Felix Browder,Solomon Lefschetz,https://en.wikipedia.org/wiki/Solomon_Lefschetz
Felix Browder,Witold Hurewicz,https://en.wikipedia.org/wiki/Witold_Hurewicz
Igor Klebanov,Curtis Callan,https://en.wikipedia.org/wiki/Curtis_Callan
Lord Kelvin,William Hopkins,https://en.wikipedia.org/wiki/William_Hopkins
Garrett Birkhoff,Ralph H. Fowler,https://en.wikipedia.org/wiki/Ralph_H._Fowler
Garrett Birkhoff,Philip Hall,https://en.wikipedia.org/wiki/Philip_Hall
Tim Poston,Erik Christopher Zeeman,https://en.wikipedia.org/wiki/Erik_Christopher_Zeeman
Tim Poston,Roger Penrose,https://en.wikipedia.org/wiki/Roger_Penrose
Walter Heitler,Karl Herzfeld,https://en.wikipedia.org/wiki/Karl_Herzfeld
Walter Heitler,Arnold Sommerfeld,https://en.wikipedia.org/wiki/Arnold_Sommerfeld
Alladi Ramakrishnan,M. S. Bartlett,https://en.wikipedia.org/wiki/M._S._Bartlett
Robert Sinclair MacKay,John M. Greene,https://en.wikipedia.org/wiki/John_M._Greene
Robert Sinclair MacKay,Martin David Kruskal,https://en.wikipedia.org/wiki/Martin_David_Kruskal
Gregory Vlastos,Alfred North Whitehead,https://en.wikipedia.org/wiki/Alfred_North_Whitehead
Victor Weisskopf,Max Born,https://en.wikipedia.org/wiki/Max_Born
Joseph L. Walsh,Maxime Bôcher,https://en.wikipedia.org/wiki/Maxime_B%C3%B4cher
Joseph L. Walsh,George David Birkhoff,https://en.wikipedia.org/wiki/George_David_Birkhoff
Chia-Kun Chu,Kurt Otto Friedrichs,https://en.wikipedia.org/wiki/Kurt_Otto_Friedrichs
R. Tyrrell Rockafellar,Garrett Birkhoff,https://en.wikipedia.org/wiki/Garrett_Birkhoff
William Henry Bragg,J. J. Thomson,https://en.wikipedia.org/wiki/J._J._Thomson
James Tobin,Joseph Schumpeter,https://en.wikipedia.org/wiki/Joseph_Schumpeter
Ulf Grenander,Harald Cramér,https://en.wikipedia.org/wiki/Harald_Cram%C3%A9r
Ernst Kummer,Heinrich Scherk,https://en.wikipedia.org/wiki/Heinrich_Scherk
Wilhelm Blaschke,Wilhelm Wirtinger,https://en.wikipedia.org/wiki/Wilhelm_Wirtinger
Niels Bohr,Christian Christiansen,https://en.wikipedia.org/wiki/Christian_Christiansen_(physicist)
Niels Bohr,J. J. Thomson,https://en.wikipedia.org/wiki/J._J._Thomson
Niels Bohr,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
Chris Quigg,J. D. Jackson,https://en.wikipedia.org/wiki/John_David_Jackson_(physicist)
Linus Pauling,Roscoe Dickinson,https://en.wikipedia.org/wiki/Roscoe_G._Dickinson
Linus Pauling,Richard Tolman,https://en.wikipedia.org/wiki/Richard_C._Tolman
Linus Pauling,Arnold Sommerfeld,https://en.wikipedia.org/wiki/Arnold_Sommerfeld
Linus Pauling,Niels Bohr,https://en.wikipedia.org/wiki/Niels_Bohr
Philip M. Whitman,Garrett Birkhoff,https://en.wikipedia.org/wiki/Garrett_Birkhoff
Abner Shimony,Rudolf Carnap,https://en.wikipedia.org/wiki/Rudolf_Carnap
Abner Shimony,Eugene Wigner,https://en.wikipedia.org/wiki/Eugene_Wigner
Ferdinand A. Hermens,Joseph Schumpeter,https://en.wikipedia.org/wiki/Joseph_Schumpeter
Robert Horton Cameron,W. A. Hurwitz,https://en.wikipedia.org/wiki/Wallie_Abraham_Hurwitz
G. N. Watson,E. T. Whittaker,https://en.wikipedia.org/wiki/E._T._Whittaker
Raymond Stora,Victor Weisskopf,https://en.wikipedia.org/wiki/Victor_Weisskopf
Stephen Bernard Libby,David J. Gross,https://en.wikipedia.org/wiki/David_J._Gross
Frederick Guthrie,Augustus De Morgan,https://en.wikipedia.org/wiki/Augustus_De_Morgan
William Stanley Jevons,Augustus De Morgan,https://en.wikipedia.org/wiki/Augustus_De_Morgan
Nick Holonyak,John Bardeen,https://en.wikipedia.org/wiki/John_Bardeen
Walter Gordy,Earle K. Plyler,https://en.wikipedia.org/wiki/Earle_K._Plyler
Richard Brauer,Issai Schur,https://en.wikipedia.org/wiki/Issai_Schur
Richard Brauer,Erhard Schmidt,https://en.wikipedia.org/wiki/Erhard_Schmidt
Franz Ernst Neumann,Christian Samuel Weiss,https://en.wikipedia.org/wiki/Christian_Samuel_Weiss
Fred Tappert,Edward A. Frieman,https://en.wikipedia.org/wiki/Edward_A._Frieman
Edward Bierstone,Richard Sheldon Palais,https://en.wikipedia.org/wiki/Richard_Sheldon_Palais
Christian Ehrenfried Weigel,Johann Christian Erxleben,https://en.wikipedia.org/wiki/Johann_Christian_Erxleben
Jill P. Mesirov,Richard Palais,https://en.wikipedia.org/wiki/Richard_Palais
Robert H. Dicke,Lee Alvin DuBridge,https://en.wikipedia.org/wiki/Lee_Alvin_DuBridge
Leslie Lamport,Richard Palais,https://en.wikipedia.org/wiki/Richard_Palais
Bernard Koopman,G. D. Birkhoff,https://en.wikipedia.org/wiki/George_David_Birkhoff
Gordon L. Kane,J.D. Jackson,https://en.wikipedia.org/wiki/John_David_Jackson_(physicist)
Enrico Coen,Gabriel Dover,https://en.wikipedia.org/wiki/Gabriel_Dover
Philippe Nozières,David Pines,https://en.wikipedia.org/wiki/David_Pines
Marcos Moshinsky,Eugene Paul Wigner,https://en.wikipedia.org/wiki/Eugene_Paul_Wigner
Hans Carl Friedrich von Mangoldt,Karl Weierstrass,https://en.wikipedia.org/wiki/Karl_Weierstrass
Hans Carl Friedrich von Mangoldt,Ernst Kummer,https://en.wikipedia.org/wiki/Ernst_Kummer
Anne Carter (economist),Joseph Schumpeter,https://en.wikipedia.org/wiki/Joseph_Schumpeter
David Raymond Curtiss,Maxime Bôcher,https://en.wikipedia.org/wiki/Maxime_B%C3%B4cher
David Raymond Curtiss,William Fogg Osgood,https://en.wikipedia.org/wiki/William_Fogg_Osgood
John B. Cobb,Charles Hartshorne,https://en.wikipedia.org/wiki/Charles_Hartshorne
Monroe D. Donsker,Robert Horton Cameron,https://en.wikipedia.org/wiki/Robert_Horton_Cameron
Wilfred Kaplan,Hassler Whitney,https://en.wikipedia.org/wiki/Hassler_Whitney
Herbert Scarf,Salomon Bochner,https://en.wikipedia.org/wiki/Salomon_Bochner
C. R. Rao,Ronald Fisher,https://en.wikipedia.org/wiki/Ronald_Fisher
Rainer Weiss,Jerrold R. Zacharias,https://en.wikipedia.org/wiki/Jerrold_R._Zacharias
Arnold Fredrickson,Robert Byron Bird,https://en.wikipedia.org/wiki/Robert_Byron_Bird
Sigurd Zienau,Walter Heitler,https://en.wikipedia.org/wiki/Walter_Heitler
Sigurd Zienau,Wolfgang Pauli,https://en.wikipedia.org/wiki/Wolfgang_Pauli
Sigurd Zienau,Herbert Fröhlich,https://en.wikipedia.org/wiki/Herbert_Fr%C3%B6hlich
Ernest William Brown,George Howard Darwin,https://en.wikipedia.org/wiki/George_Howard_Darwin
Charles Thomson Rees Wilson,J. J. Thomson,https://en.wikipedia.org/wiki/J._J._Thomson
Adolf Kneser,Leopold Kronecker,https://en.wikipedia.org/wiki/Leopold_Kronecker
