Nome,Ano_Nasc,Pais,Campo_Principal,link
Keith A. Nelson,1919.0,United States,Physical chemistry,https://en.wikipedia.org/wiki/Keith_A._Nelson
Elmer Peter Kohler,1865.0,Pennsylvania,Organic chemistry,https://en.wikipedia.org/wiki/Elmer_Peter_Kohler
Mary Haas,1910.0,U.S.,Organic chemistry,https://en.wikipedia.org/wiki/Mary_Haas
Dan Boneh,1969.0,Born1969 (age 53–54)Israel,Cryptography,https://en.wikipedia.org/wiki/Dan_Boneh
Jay Rockefeller,1937.0,U.S.,Cryptography,https://en.wikipedia.org/wiki/Jay_Rockefeller
Victor Golla,1939.0,U.S.,Cryptography,https://en.wikipedia.org/wiki/Victor_Golla
Paul Krugman,1953.0,U.S.,Cryptography,https://en.wikipedia.org/wiki/Paul_Krugman
Jack R. Norton,,Texas,Chemistry,https://en.wikipedia.org/wiki/Jack_R._Norton
Jonathan Marchini,,BornJonathan Laurence MarchiniChichester,Chemistry,https://en.wikipedia.org/wiki/Jonathan_Marchini
Rudolf Steiner,1861.0,Croatia),Chemistry,https://en.wikipedia.org/wiki/Rudolf_Steiner
Hans-Peter Kriegel,1948.0,Born (1948-10-01) 1 October 1948 (age 74)Germany,Computer Science,https://en.wikipedia.org/wiki/Hans-Peter_Kriegel
J. D. Trout,1959.0,BornJohn Dewain Trout1959 (age 63–64),Computer Science,https://en.wikipedia.org/wiki/J._D._Trout
Leopold Ružička,1887.0,Austro-Hungarian Empire (present-day Croatia),Biochemistry,https://en.wikipedia.org/wiki/Leopold_Ru%C5%BEi%C4%8Dka
Deborah Estrin,1959.0,1959 (age 63),Computer Science,https://en.wikipedia.org/wiki/Deborah_Estrin
David S. Scharfstein,1960.0,Born1960,Computer Science,https://en.wikipedia.org/wiki/David_Scharfstein
Lee Irvin Smith,1891.0,Indiana,Organic chemistry,https://en.wikipedia.org/wiki/Lee_Irvin_Smith
Andrew Parfitt,1891.0,Indiana,Electrical engineering,https://en.wikipedia.org/wiki/Andrew_Parfitt
Harold H. Schlosberg,1904.0,NY,Psychology,https://en.wikipedia.org/wiki/Harold_H._Schlosberg
Stephanie A. Majewski,1981.0,Born1981,High energy particle physics,https://en.wikipedia.org/wiki/Stephanie_A._Majewski
Toniann Pitassi,1981.0,Born1981,computer science,https://en.wikipedia.org/wiki/Toniann_Pitassi
Joseph Johann von Littrow,1781.0,Bohemia,Astronomer,https://en.wikipedia.org/wiki/Joseph_Johann_Littrow
Goro Azumaya,1920.0,Japan,Mathematics,https://en.wikipedia.org/wiki/Goro_Azumaya
Geoffrey M. Heal,,Wales,Mathematics,https://en.wikipedia.org/wiki/Geoffrey_M._Heal
Peter Schiller (neuroscientist),1931.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Peter_Schiller_(neuroscientist)
James Lepowsky,1944.0,1944 (age 79)New York City,Mathematics,https://en.wikipedia.org/wiki/James_Lepowsky
René de Possel,1905.0,France,Mathematics,https://en.wikipedia.org/wiki/Ren%C3%A9_de_Possel
Klaus H. Hofmann,1911.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Klaus_H._Hofmann
Peter Cameron (mathematician),1947.0,Australia,algebra,https://en.wikipedia.org/wiki/Peter_Cameron_(mathematician)
Serafim Batzoglou,,Greece,algebra,https://en.wikipedia.org/wiki/Serafim_Batzoglou
Christof Koch,1956.0,US,neurophysiology,https://en.wikipedia.org/wiki/Christof_Koch
Mark Baker (linguist),1959.0,Born1959 (age 63–64),Syntax,https://en.wikipedia.org/wiki/Mark_Baker_(linguist)
Alston Scott Householder,1904.0,Born5 May 1904,Numerical Analysis,https://en.wikipedia.org/wiki/Alston_Scott_Householder
Abraham Fraenkel,1891.0,Bavaria,Mathematics,https://en.wikipedia.org/wiki/Abraham_Fraenkel
Catherine Callaghan,1931.0,1931,Mathematics,https://en.wikipedia.org/wiki/Catherine_Callaghan
Nathan C. Gianneschi,1931.0,1931,Chemistry,https://en.wikipedia.org/wiki/Nathan_Gianneschi
Georg Gottlob Richter,1694.0,Electorate of Saxony,Physician,https://en.wikipedia.org/wiki/Georg_Gottlob_Richter
Jan Tinbergen,1903.0,Netherlands,Economics,https://en.wikipedia.org/wiki/Jan_Tinbergen
Dennis Sullivan,1941.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Dennis_Sullivan
Hans Berliner,1929.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Hans_Berliner
Phillip Levine,1963.0,Born1963 (age 59–60),Mathematics,https://en.wikipedia.org/wiki/Phillip_Levine
Robert Percy Barnes,1898.0,Maryland,Mathematics,https://en.wikipedia.org/wiki/Robert_Percy_Barnes
William B. Tolman,1961.0,Ohio,Bioinorganic chemistry,https://en.wikipedia.org/wiki/William_B._Tolman
Andrej Karpathy,1986.0,Czechoslovakia (now Slovakia),Artificial intelligence,https://en.wikipedia.org/wiki/Andrej_Karpathy
Emanuel Derman,1945.0,South Africa,particle physics,https://en.wikipedia.org/wiki/Emanuel_Derman
William F. Shipley,1921.0,U.S.,particle physics,https://en.wikipedia.org/wiki/William_Shipley_(linguist)
Johann Ludwig Hannemann,1640.0,Republic of the United Netherlands,Physician,https://en.wikipedia.org/wiki/Johann_Ludwig_Hannemann
David Pesetsky,1957.0,Born1957,Linguistics,https://en.wikipedia.org/wiki/David_Pesetsky
R. J. Dwayne Miller,,Canada,Chemistry,https://en.wikipedia.org/wiki/R._J._Dwayne_Miller
Herbert Mohring,1928.0,New York,Chemistry,https://en.wikipedia.org/wiki/Herbert_Mohring
Annie Qu,1928.0,New York,Statistics,https://en.wikipedia.org/wiki/Annie_Qu
E. T. Parker,1926.0,Born1926,Combinatorics,https://en.wikipedia.org/wiki/E._T._Parker
Uriel Feige,1926.0,Born1926,Combinatorics,https://en.wikipedia.org/wiki/Uriel_Feige
Jean Jacod,1944.0,Born (1944-11-13) 13 November 1944 (age 78)[1]France,Probability,https://en.wikipedia.org/wiki/Jean_Jacod
Russ Altman,,New York[2],Probability,https://en.wikipedia.org/wiki/Russ_Altman
Sumner Byron Myers,1910.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Sumner_Byron_Myers
Olga Taussky-Todd,1906.0,Austria-Hungary,Mathematics,https://en.wikipedia.org/wiki/Olga_Taussky-Todd
Adolf Pinner,1842.0,Prussia,Organic chemistry,https://en.wikipedia.org/wiki/Adolf_Pinner
Abraham Gottlob Werner,1749.0,Poland),Geology,https://en.wikipedia.org/wiki/Abraham_Gottlob_Werner
Alvin Hansen,1887.0,US,Geology,https://en.wikipedia.org/wiki/Alvin_Harvey_Hansen
J. Bradford DeLong,1960.0,U.S.,Geology,https://en.wikipedia.org/wiki/J._Bradford_DeLong
Bruce Reznick,1953.0,New York,Mathematics,https://en.wikipedia.org/wiki/Bruce_Reznick
David Mervyn Blow,1931.0,England,Biophysicist,https://en.wikipedia.org/wiki/David_Mervyn_Blow
Donald Howard Menzel,1901.0,Colorado,Astronomy,https://en.wikipedia.org/wiki/Donald_H._Menzel
Andrea Liu,1901.0,Colorado,Physics,https://en.wikipedia.org/wiki/Andrea_Liu
Oscar Elton Sette,1900.0,US,Fisheries science,https://en.wikipedia.org/wiki/Oscar_Elton_Sette
Daniel Sleator,1953.0,[1] Missouri,Computer science,https://en.wikipedia.org/wiki/Daniel_Sleator
Huw Dixon,1958.0,Wales,Computer science,https://en.wikipedia.org/wiki/Huw_Dixon
Jesse L. Beauchamp,1942.0,Born1942 (age 80–81),Chemist,https://en.wikipedia.org/wiki/Jesse_L._Beauchamp
William L. Jorgensen,1949.0,1949 (age 73)New York,Computational Chemistry,https://en.wikipedia.org/wiki/William_L._Jorgensen
Henry Bryant Bigelow,1879.0,1879Boston,Computational Chemistry,https://en.wikipedia.org/wiki/Henry_Bryant_Bigelow
Andrei Bolibrukh,1950.0,USSR,Riemann–Hilbert problem,https://en.wikipedia.org/wiki/Andrei_Bolibrukh
Vladimir Prelog,1906.0,Austria-Hungary,Biochemistry,https://en.wikipedia.org/wiki/Vladimir_Prelog
Alfred Pringsheim,1850.0,Silesia Province,Mathematics,https://en.wikipedia.org/wiki/Alfred_Pringsheim
Vaughan Pratt,1944.0,Australia,Computer science,https://en.wikipedia.org/wiki/Vaughan_Pratt
Peter J. Bickel,1940.0,Romania,Statistics,https://en.wikipedia.org/wiki/Peter_J._Bickel
Alvin Hansen,1887.0,US,Statistics,https://en.wikipedia.org/wiki/Alvin_Hansen
Edward S. Mason,1899.0,U.S.,Statistics,https://en.wikipedia.org/wiki/Edward_Sagendorph_Mason
Donald MacCrimmon MacKay,1922.0,Born(1922-08-09)9 August 1922,Statistics,https://en.wikipedia.org/wiki/Donald_MacCrimmon_MacKay
George Brownlee,1942.0,BornGeorge Gow Brownlee (1942-01-13) 13 January 1942 (age 81)[7],Pathology,https://en.wikipedia.org/wiki/George_Brownlee
David Soudry,1956.0,Born1956 (age 66–67),Mathematics,https://en.wikipedia.org/wiki/David_Soudry
Stefan Kaczmarz,1895.0,Ukraine),Mathematics,https://en.wikipedia.org/wiki/Stefan_Kaczmarz
Vincent Pilloni,1895.0,Ukraine),Mathematics,https://en.wikipedia.org/wiki/Vincent_Pilloni
Rudolf Wagner,1805.0,Born(1805-07-30)30 July 1805Bayreuth,Anatomy,https://en.wikipedia.org/wiki/Rudolf_Wagner
Douglas Elmendorf,1962.0,U.S.,Anatomy,https://en.wikipedia.org/wiki/Douglas_Elmendorf
Erwin Chargaff,1905.0,Austria-Hungary,Biochemistry,https://en.wikipedia.org/wiki/Erwin_Chargaff
Hans W. Liepmann,1914.0,German Empire,Biochemistry,https://en.wikipedia.org/wiki/Hans_Wolfgang_Liepmann
Leonard Carmichael,1898.0,US,Biochemistry,https://en.wikipedia.org/wiki/Leonard_Carmichael
Michael Fellows,1952.0,US,Computer science,https://en.wikipedia.org/wiki/Michael_Fellows
Ivan Mikhailovich Simonov,1794.0,Russian Empire,Astronomy,https://en.wikipedia.org/wiki/Ivan_Simonov
Tamara G. Kolda,1794.0,Russian Empire,Applied mathematics,https://en.wikipedia.org/wiki/Tamara_G._Kolda
Amir Yaron,1964.0,Israel,Applied mathematics,https://en.wikipedia.org/wiki/Amir_Yaron
Steven Zucker,1949.0,New York,Mathematics,https://en.wikipedia.org/wiki/Steven_Zucker
Hubert Mack Thaxton,1909.0,Virginia,"Nuclear physics, proton scattering",https://en.wikipedia.org/wiki/Hubert_Mack_Thaxton
John Mackintosh Howie,1936.0,Born23 May 1936,Mathematics,https://en.wikipedia.org/wiki/John_Mackintosh_Howie
George Armitage Miller,1920.0,US,Psychology,https://en.wikipedia.org/wiki/George_Armitage_Miller
Edward C. Tolman,1886.0,US,Psychology,https://en.wikipedia.org/wiki/Edward_C._Tolman
Arnold Eucken,1884.0,Saxe-Weimar-Eisenach,Psychology,https://en.wikipedia.org/wiki/Arnold_Eucken
Gilles Pages,1963.0,Born (1963-09-17) 17 September 1963 (age 60),Psychology,https://en.wikipedia.org/wiki/Gilles_Pages
C. F. Jeff Wu,1963.0,Born (1963-09-17) 17 September 1963 (age 60),Statistics,https://en.wikipedia.org/wiki/C._F._Jeff_Wu
Caroline Hoxby,1966.0,Born1966 (age 56–57),Statistics,https://en.wikipedia.org/wiki/Caroline_M._Hoxby
Gertrude Scharff Goldhaber,1911.0,Germany[4],Physics,https://en.wikipedia.org/wiki/Gertrude_Scharff_Goldhaber
Joseph Swain (academic),1857.0,U.S.,Physics,https://en.wikipedia.org/wiki/Joseph_Swain_(academic)
Ewine van Dishoeck,1955.0,Netherlands,Astrochemistry,https://en.wikipedia.org/wiki/Ewine_van_Dishoeck
Michio Suzuki (mathematician),1926.0,Japan,Mathematics,https://en.wikipedia.org/wiki/Michio_Suzuki_(mathematician)
Akio Hattori,1929.0,Born1929Tokyo,Mathematics,https://en.wikipedia.org/wiki/Akio_Hattori
Elmar Zeitler,1927.0,Born(1927-03-12)12 March 1927Würzburg,Electron microscopy,https://en.wikipedia.org/wiki/Elmar_Zeitler
Alberto Abadie,1968.0,Spain,Electron microscopy,https://en.wikipedia.org/wiki/Alberto_Abadie
Leland H. Hartwell,1939.0,U.S.,Biology,https://en.wikipedia.org/wiki/Leland_Hartwell
Michael J. Sailor,1939.0,U.S.,Nanotechnology,https://en.wikipedia.org/wiki/Michael_J._Sailor
Pieter Abbeel,,Belgium,Artificial intelligence,https://en.wikipedia.org/wiki/Pieter_Abbeel
Antoinette Schoar,,Belgium,Finance,https://en.wikipedia.org/wiki/Antoinette_Schoar
Jessica Coon,,Belgium,Syntax,https://en.wikipedia.org/wiki/Jessica_Coon
Ernst Wilhelm von Brücke,1819.0,Born(1819-07-06)6 July 1819Berlin,Physiology,https://en.wikipedia.org/wiki/Ernst_Wilhelm_von_Br%C3%BCcke
Mark Aronoff,1949.0,Canada,Physiology,https://en.wikipedia.org/wiki/Mark_Aronoff
Tadeusz Reichstein,1897.0,Russian Empire,Physiology,https://en.wikipedia.org/wiki/Tadeusz_Reichstein
Karl V. Teeter,1929.0,1929,linguistics,https://en.wikipedia.org/wiki/Karl_Teeter
Øystein Ore,1899.0,Norway,Mathematician,https://en.wikipedia.org/wiki/%C3%98ystein_Ore
Pietro Perona,1961.0,Italy,Computer Science,https://en.wikipedia.org/wiki/Pietro_Perona
John Lindl,1946.0,Ohio,Plasma physics,https://en.wikipedia.org/wiki/John_Lindl
Stuart J. Russell,1962.0,England,Artificial Intelligence,https://en.wikipedia.org/wiki/Stuart_J._Russell
A. J. Ayer,1910.0,England,Artificial Intelligence,https://en.wikipedia.org/wiki/A._J._Ayer
Gábor J. Székely,1947.0,Hungary,Mathematician,https://en.wikipedia.org/wiki/G%C3%A1bor_Sz%C3%A9kely
Jorge Allende,1934.0,Costa Rica,Biochemistry,https://en.wikipedia.org/wiki/Jorge_Allende
Yoshimasa Hirata,1915.0,Japan,Organic chemistry,https://en.wikipedia.org/wiki/Yoshimasa_Hirata
Sagiri Kitao,1972.0,Japan,Organic chemistry,https://en.wikipedia.org/wiki/Sagiri_Kitao
Arthur Charles Cole,1886.0,U.S.,Organic chemistry,https://en.wikipedia.org/wiki/Arthur_Charles_Cole
Valentino Braitenberg,1926.0,Italy,Neuroscience,https://en.wikipedia.org/wiki/Valentin_Braitenberg
Radia Perlman,1951.0,US,Computer Science,https://en.wikipedia.org/wiki/Radia_Perlman
Charles P. Kindleberger,1910.0,US,Computer Science,https://en.wikipedia.org/wiki/Charles_Kindleberger
Friedrich Adolf Trendelenburg,1802.0,Holy Roman Empire,Computer Science,https://en.wikipedia.org/wiki/Friedrich_Adolf_Trendelenburg
Marie desJardins,,US,Computer Science,https://en.wikipedia.org/wiki/Marie_desJardins
Moses Wolf Goldberg,1905.0,Governorate of Livonia (present-day Latvia),Chemistry,https://en.wikipedia.org/wiki/Moses_Wolf_Goldberg
Li Gong (computer scientist),1963.0,China,Chemistry,https://en.wikipedia.org/wiki/Li_Gong_(computer_scientist)
Martin Odersky,1958.0,Born (1958-09-05) 5 September 1958 (age 65),Computer languages,https://en.wikipedia.org/wiki/Martin_Odersky
Theodor Zwinger,1533.0,Switzerland,Medicine,https://en.wikipedia.org/wiki/Theodor_Zwinger
Erika Fromm,1909.0,German Empire,Hypnoanalysis,https://en.wikipedia.org/wiki/Erika_Fromm
Rufus Bowen,1947.0,US,Mathematics,https://en.wikipedia.org/wiki/Rufus_Bowen
Arthur Zimek,1947.0,US,outlier detection,https://en.wikipedia.org/wiki/Arthur_Zimek
John Sulston,1942.0,England,Chemistry,https://en.wikipedia.org/wiki/John_Sulston
Ada Yonath,1939.0,British Mandate of Palestine (now in Israel),Crystallography,https://en.wikipedia.org/wiki/Ada_Yonath
Stathis Psillos,1965.0,Greece,Crystallography,https://en.wikipedia.org/wiki/Stathis_Psillos
George Wetherill,1925.0,United States of America,Astrophysics,https://en.wikipedia.org/wiki/George_Wetherill
Friedhelm Waldhausen,,Germany,Mathematics,https://en.wikipedia.org/wiki/Friedhelm_Waldhausen
Helmut Hasse,1898.0,Prussia,Mathematics,https://en.wikipedia.org/wiki/Helmut_Hasse
Friedrich Götze,1951.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Friedrich_G%C3%B6tze
Elias James Corey,1928.0,U.S.,Organic chemistry,https://en.wikipedia.org/wiki/Elias_J._Corey
Edwin Holt,1873.0,United States,Philosophy,https://en.wikipedia.org/wiki/Edwin_Bissell_Holt
Preston Estep,1960.0,Born1960 (1960),Biochemistry,https://en.wikipedia.org/wiki/Preston_Estep
Satoshi Ōmura,1935.0,Japan,Biochemistry,https://en.wikipedia.org/wiki/Satoshi_%C5%8Cmura
William Harold Hutt,1899.0,Born3 August 1899London,Biochemistry,https://en.wikipedia.org/wiki/William_Harold_Hutt
Elizabeth Cascio,1899.0,Born3 August 1899London,Economics,https://en.wikipedia.org/wiki/Elizabeth_Cascio
Wolfgang Franz (mathematician),1905.0,German Empire,Mathematics,https://en.wikipedia.org/wiki/Wolfgang_Franz_(mathematician)
Craig Gentry (computer scientist),1973.0,Born1973 (age 49–50),Mathematics,https://en.wikipedia.org/wiki/Craig_Gentry_(computer_scientist)
Guido Tabellini,1956.0,Italy,Mathematics,https://en.wikipedia.org/wiki/Guido_Tabellini
Roland Glowinski,1937.0,France,Computational Mechanics,https://en.wikipedia.org/wiki/Roland_Glowinski
Zhiming Liu (computer scientist),1961.0,China,Computational Mechanics,https://en.wikipedia.org/wiki/Zhiming_Liu_(computer_scientist)
Boris Magasanik,1919.0,Russian SFSR(now in Ukraine),Microbiology,https://en.wikipedia.org/wiki/Boris_Magasanik
Hedwig Kohn,1887.0,Poland),Physics,https://en.wikipedia.org/wiki/Hedwig_Kohn
John H. Hubbard,1945.0,1945 (age 77),Physics,https://en.wikipedia.org/wiki/John_H._Hubbard
James P. Gordon,1928.0,New York,Physics,https://en.wikipedia.org/wiki/James_P._Gordon
Grigori Perelman,1966.0,Russia),Differential geometry,https://en.wikipedia.org/wiki/Grigori_Perelman
Brian Stoltz,1970.0,1970 (age 52),Chemistry,https://en.wikipedia.org/wiki/Brian_Stoltz
Mark van der Laan,1967.0,BornMark Johannes van der Laan1967 (age 55–56)Netherlands,Statistics,https://en.wikipedia.org/wiki/Mark_van_der_Laan
Jacob Fox,1984.0,Born1984 (age 38–39),Mathematics,https://en.wikipedia.org/wiki/Jacob_Fox
Ken Kennedy (computer scientist),1945.0,1945,Computer sciences,https://en.wikipedia.org/wiki/Ken_Kennedy_(computer_scientist)
Herbert York,1921.0,USA,Nuclear Physics,https://en.wikipedia.org/wiki/Herbert_York
Edward Lazear,1948.0,U.S.,Nuclear Physics,https://en.wikipedia.org/wiki/Edward_Lazear
Harry Atwater,,Jr.,Photonics,https://en.wikipedia.org/wiki/Harry_Atwater
David Waltz,1943.0,U.S.,Artificial intelligence,https://en.wikipedia.org/wiki/David_Waltz
Arnab Rai Choudhuri,1956.0,India,Physics,https://en.wikipedia.org/wiki/Arnab_Rai_Choudhuri
Paul Lorenzen,1915.0,German Empire,Philosophy,https://en.wikipedia.org/wiki/Paul_Lorenzen
Frederick H. Harbison,1912.0,Pennsylvania,Philosophy,https://en.wikipedia.org/wiki/Frederick_H._Harbison
Xile Hu,1978.0,China,Philosophy,https://en.wikipedia.org/wiki/Xile_Hu
Shoshichi Kobayashi,1932.0,Japan,Mathematics,https://en.wikipedia.org/wiki/Shoshichi_Kobayashi
Leonard Benedict Loeb,1891.0,Switzerland,Physics,https://en.wikipedia.org/wiki/Leonard_B._Loeb
John C. Sheehan,1915.0,U.S.,Organic chemistry,https://en.wikipedia.org/wiki/John_C._Sheehan
Trinh Xuan Thuan,1948.0,Vietnam,Astrophysics,https://en.wikipedia.org/wiki/Trinh_Xuan_Thuan
Elsa M. Garmire,1939.0,New York,Physics,https://en.wikipedia.org/wiki/Elsa_M._Garmire
George Sperling,1934.0,Born1934 (age 88–89),Physics,https://en.wikipedia.org/wiki/George_Sperling
Stephen Childress,1934.0,Born1934 (age 88–89),Mathematics,https://en.wikipedia.org/wiki/Stephen_Childress_(mathematician)
Rodrigo R. Soares,1934.0,Born1934 (age 88–89),Mathematics,https://en.wikipedia.org/wiki/Rodrigo_R._Soares
Narendra Ahuja,1934.0,Born1934 (age 88–89),Computer science,https://en.wikipedia.org/wiki/Narendra_Ahuja
Lev Pontryagin,1908.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Lev_Pontryagin
Walther Gerlach,1889.0,German Empire,Experimental Physics,https://en.wikipedia.org/wiki/Walther_Gerlach
Melissa Kearney,1974.0,BornMelissa Jean Schettini1974,Economics,https://en.wikipedia.org/wiki/Melissa_Kearney
Hausi A. Muller,1955.0,Switzerland,Software EvolutionSelf-adaptive System,https://en.wikipedia.org/wiki/Hausi_A._Muller
Ronald Sydney Nyholm,1917.0,Australia,Chemistry,https://en.wikipedia.org/wiki/Ronald_Sydney_Nyholm
John C. Slater,1900.0,US,Physics,https://en.wikipedia.org/wiki/John_Clarke_Slater
Udupi Ramachandra Rao,1932.0,India),Space science,https://en.wikipedia.org/wiki/Udupi_Ramachandra_Rao
Peter Kollman,1944.0,Iowa,Chemistry,https://en.wikipedia.org/wiki/Peter_Kollman
Jeffrey Vitter,1955.0,US,Chemistry,https://en.wikipedia.org/wiki/Jeffrey_Vitter
Anders Wiman,1865.0,Malmöhus County,Mathematics,https://en.wikipedia.org/wiki/Anders_Wiman
Rosalind Picard,1962.0,1962 (age 61),Mathematics,https://en.wikipedia.org/wiki/Rosalind_Picard
George B. Field,1929.0,Rhode Island,Mathematics,https://en.wikipedia.org/wiki/George_B._Field
Martha Nussbaum,1947.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Martha_Nussbaum
Ronald Fagin,1945.0,U.S.,Logic in Computer Science,https://en.wikipedia.org/wiki/Ronald_Fagin
Alejandro Adem,,Mexico,Algebraic Topology,https://en.wikipedia.org/wiki/Alejandro_Adem
Robert H. Grubbs,1942.0,U.S.,Organic chemistry,https://en.wikipedia.org/wiki/Robert_Grubbs
August Böckh,1785.0,Margraviate of Baden,Organic chemistry,https://en.wikipedia.org/wiki/August_Boeckh
Bengt I. Samuelsson,1934.0,Sweden,Biochemistry,https://en.wikipedia.org/wiki/Bengt_I._Samuelsson
Supachai Panitchpakdi,1946.0,Thailand,Biochemistry,https://en.wikipedia.org/wiki/Supachai_Panitchpakdi
Cheryl Praeger,1948.0,Australia,Group theory,https://en.wikipedia.org/wiki/Cheryl_Praeger
Karsten Meyer (chemist),1968.0,Germany,Inorganic Chemistry,https://en.wikipedia.org/wiki/Karsten_Meyer_(chemist)
Gojko Lalic,,BornSerbia,Inorganic Chemistry,https://en.wikipedia.org/wiki/Gojko_Lalic
"Jonathan Sacks, Baron Sacks",1948.0,England,Inorganic Chemistry,https://en.wikipedia.org/wiki/Jonathan_Sacks
Anne Penfold Street,1932.0,Australia,Inorganic Chemistry,https://en.wikipedia.org/wiki/Anne_Street
Donald Andrews,1955.0,British Columbia,Inorganic Chemistry,https://en.wikipedia.org/wiki/Donald_Andrews
Hélène Barcelo,1954.0,Canada,Inorganic Chemistry,https://en.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_Barcelo
Michael Hengartner,1966.0,Switzerland,Inorganic Chemistry,https://en.wikipedia.org/wiki/Michael_Hengartner
Mikhail Leontovich,1903.0,Russian Empire,Physics,https://en.wikipedia.org/wiki/Mikhail_Leontovich
Clémence Corminboeuf,1977.0,Born1977 (age 45–46),Physics,https://en.wikipedia.org/wiki/Cl%C3%A9mence_Corminboeuf
Andrew Browder,1931.0,Soviet Union (now Russia),Mathematics,https://en.wikipedia.org/wiki/Andrew_Browder
Dieter Seebach,1937.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Dieter_Seebach
Cecil R. Reynolds,1952.0,U.S.,Psychology,https://en.wikipedia.org/wiki/Cecil_Reynolds
Paul Doughty Bartlett,1907.0,U.S.,Psychology,https://en.wikipedia.org/wiki/Paul_D._Bartlett
William Kahan,1933.0,Canada,Mathematics,https://en.wikipedia.org/wiki/William_Kahan
Ngô Bảo Châu,1972.0,Vietnam,Mathematics,https://en.wikipedia.org/wiki/Ng%C3%B4_B%E1%BA%A3o_Ch%C3%A2u
Paul Platero,1942.0,New Mexico,Mathematics,https://en.wikipedia.org/wiki/Paul_Platero
Henry Brose,1890.0,Born15 September 1890,Physics,https://en.wikipedia.org/wiki/Henry_Brose
Hans-Jörg Kreowski,1949.0,Born (1949-08-10) 10 August 1949 (age 74),Theoretical computer science,https://en.wikipedia.org/wiki/Hans-J%C3%B6rg_Kreowski
Seema Jayachandran,1949.0,Born (1949-08-10) 10 August 1949 (age 74),Economics,https://en.wikipedia.org/wiki/Seema_Jayachandran
Endre Boros,1953.0,1953 (age 69),Mathematics,https://en.wikipedia.org/wiki/Endre_Boros
John Curtis Perry,1930.0,New Jersey[3],Mathematics,https://en.wikipedia.org/wiki/John_Curtis_Perry
Curtis Huttenhower,1981.0,1981 (age 42)[9],Computational metagenomics,https://en.wikipedia.org/wiki/Curtis_Huttenhower
Roman Jakobson,1896.0,Russian Empire,Computational metagenomics,https://en.wikipedia.org/wiki/Roman_Jakobson
Alfredo Capelli,1855.0,Italy,Mathematics,https://en.wikipedia.org/wiki/Alfredo_Capelli
Philip J. Cook,1946.0,New York U.S.,Economics,https://en.wikipedia.org/wiki/Philip_J._Cook
Owen Willans Richardson,1879.0,UK,Physics,https://en.wikipedia.org/wiki/Owen_Richardson
Viviana Gradinaru,,Romania,Physics,https://en.wikipedia.org/wiki/Viviana_Gradinaru
David E. Cane,1944.0,Born (1944-09-22) 22 September 1944 (age 78)New York City,Biochemistry,https://en.wikipedia.org/wiki/David_E._Cane
Meyer Jerison,1922.0,Poland,Functional analysis,https://en.wikipedia.org/wiki/Meyer_Jerison
Johann Böhm,1895.0,Austro-Hungarian Empire,Chemistry,https://en.wikipedia.org/wiki/Johann_B%C3%B6hm
Kevin Burgess (chemist),1895.0,Austro-Hungarian Empire,Chemistry,https://en.wikipedia.org/wiki/Kevin_Burgess_(chemist)
Francis Simon,1893.0,German Empire,Physicist,https://en.wikipedia.org/wiki/Franz_Eugen_Simon
Duncan K. Foley,1942.0,USA,Physicist,https://en.wikipedia.org/wiki/Duncan_K._Foley
Linda Preiss Rothschild,1945.0,Pennsylvania,Mathematics,https://en.wikipedia.org/wiki/Linda_Preiss_Rothschild
John Novembre,1945.0,Pennsylvania,Population genetics,https://en.wikipedia.org/wiki/John_Novembre
Richard B. Freeman,1943.0,New York,Population genetics,https://en.wikipedia.org/wiki/Richard_B._Freeman
Achilles Fang,1910.0,1910Japanese-occupied Korea,Chinese literature,https://en.wikipedia.org/wiki/Achilles_Fang
Edwin R. A. Seligman,1861.0,US,Chinese literature,https://en.wikipedia.org/wiki/Edwin_Robert_Anderson_Seligman
Karl Schwarzschild,1873.0,German Empire,Physics,https://en.wikipedia.org/wiki/Karl_Schwarzchild
William G. Boltz,1873.0,German Empire,Chinese Writing,https://en.wikipedia.org/wiki/William_G._Boltz
Gerald E. Brown,1926.0,US,Quantum mechanics,https://en.wikipedia.org/wiki/Gerald_Edward_Brown
Michael Genesereth,1948.0,Born (1948-10-15) 15 October 1948 (age 74)[citation needed],Computer science,https://en.wikipedia.org/wiki/Michael_Genesereth
Paul F. McMillan,1956.0,Scotland,SpectroscopyMaterialsExtreme Conditions,https://en.wikipedia.org/wiki/Paul_F._McMillan
Charles A. Wight,,US,propellant chemistry,https://en.wikipedia.org/wiki/Charles_A._Wight
K. C. Nicolaou,1946.0,Cyprus,Chemistry,https://en.wikipedia.org/wiki/K._C._Nicolaou
Montgomery Slatkin,1946.0,Cyprus,Chemistry,https://en.wikipedia.org/wiki/Montgomery_Slatkin
Ulric Neisser,1928.0,Schleswig-Holstein,Psychology,https://en.wikipedia.org/wiki/Ulric_Neisser
